return_id,client_id,order_id,probability_fraud,anomaly_score,is_anomaly,combined_score,decision,features_used,timestamp
290,5550,5994,1.0,-0.6234,True,0.775,BLOCK,63,2026-04-14T11:25:33.054033
291,5549,5996,1.0,-0.6184,True,0.75,BLOCK,63,2026-04-14T11:25:33.254995
292,5549,5997,1.0,-0.632,True,0.775,BLOCK,63,2026-04-14T11:25:33.450153
293,5548,5999,1.0,-0.6449,True,0.78,BLOCK,63,2026-04-14T11:25:33.649753
294,5547,6001,1.0,-0.626,True,0.805,BLOCK,63,2026-04-14T11:25:33.852703
295,5546,6003,0.0,-0.633,True,0.2425,APPROVE,63,2026-04-14T11:25:34.048429
296,5545,6008,1.0,-0.6078,True,0.775,BLOCK,63,2026-04-14T11:25:34.243772
297,5544,6014,1.0,-0.584,True,0.75,BLOCK,63,2026-04-14T11:25:34.444924
298,5544,6016,1.0,-0.5746,True,0.775,BLOCK,63,2026-04-14T11:25:34.649921
299,5543,6019,1.0,-0.6596,True,0.775,BLOCK,63,2026-04-14T11:25:34.858858
300,5543,6020,1.0,-0.6711,True,0.775,BLOCK,63,2026-04-14T11:25:35.060218
301,5540,6028,1.0,-0.621,True,0.7875,BLOCK,63,2026-04-14T11:25:35.329228
302,5532,6043,1.0,-0.6221,True,0.8125,BLOCK,63,2026-04-14T11:25:35.529625
303,5532,6044,1.0,-0.5788,True,0.8125,BLOCK,63,2026-04-14T11:25:35.730117
304,5532,6045,1.0,-0.634,True,0.8625,BLOCK,63,2026-04-14T11:25:35.931258
305,5532,6046,1.0,-0.6331,True,0.8125,BLOCK,63,2026-04-14T11:25:36.130381
306,5532,6047,0.0,-0.6278,True,0.2125,APPROVE,63,2026-04-14T11:25:36.330348
307,5531,6049,1.0,-0.6319,True,0.8125,BLOCK,63,2026-04-14T11:25:36.527413
308,5526,6065,1.0,-0.6237,True,0.7875,BLOCK,63,2026-04-14T11:25:36.724457
309,5526,6066,1.0,-0.6211,True,0.8425,BLOCK,63,2026-04-14T11:25:36.925716
310,5524,6073,1.0,-0.6083,True,0.8125,BLOCK,63,2026-04-14T11:25:37.240099
311,5523,6075,1.0,-0.6054,True,0.805,BLOCK,63,2026-04-14T11:25:37.433708
312,5522,6081,1.0,-0.6204,True,0.775,BLOCK,63,2026-04-14T11:25:37.632029
313,5520,6085,1.0,-0.602,True,0.75,BLOCK,63,2026-04-14T11:25:37.841887
314,5519,6088,1.0,-0.6366,True,0.775,BLOCK,63,2026-04-14T11:25:38.042032
315,5518,6092,1.0,-0.6092,True,0.775,BLOCK,63,2026-04-14T11:25:38.241921
316,5515,6102,1.0,-0.5983,True,0.775,BLOCK,63,2026-04-14T11:25:38.441976
317,5514,6108,1.0,-0.6173,True,0.805,BLOCK,63,2026-04-14T11:25:38.636303
318,5513,6110,1.0,-0.5905,True,0.78,BLOCK,63,2026-04-14T11:25:38.838202
319,5510,6116,1.0,-0.6352,True,0.805,BLOCK,63,2026-04-14T11:25:39.033973
320,5509,6118,1.0,-0.5682,True,0.805,BLOCK,63,2026-04-14T11:25:39.243478
321,5507,6121,0.0,-0.6003,True,0.1875,APPROVE,63,2026-04-14T11:25:39.451055
322,5496,6151,1.0,-0.6406,True,0.85,BLOCK,63,2026-04-14T11:25:39.659190
323,5494,6155,1.0,-0.6034,True,0.75,BLOCK,63,2026-04-14T11:25:39.862599
324,5493,6160,1.0,-0.616,True,0.75,BLOCK,63,2026-04-14T11:25:40.062448
325,5492,6163,1.0,-0.6035,True,0.75,BLOCK,63,2026-04-14T11:25:40.265976
326,5491,6164,0.0,-0.6388,True,0.175,APPROVE,63,2026-04-14T11:25:40.466090
327,5487,6170,1.0,-0.6231,True,0.775,BLOCK,63,2026-04-14T11:25:40.661657
328,5486,6172,1.0,-0.5865,True,0.75,BLOCK,63,2026-04-14T11:25:40.859911
329,5484,6178,0.0,-0.6462,True,0.175,APPROVE,63,2026-04-14T11:25:41.057916
330,5483,6184,1.0,-0.6437,True,0.775,BLOCK,63,2026-04-14T11:25:41.262661
331,5482,6187,1.0,-0.596,True,0.75,BLOCK,63,2026-04-14T11:25:41.458464
332,5480,6189,1.0,-0.6653,True,0.775,BLOCK,63,2026-04-14T11:25:41.656637
333,5472,6211,1.0,-0.6121,True,0.75,BLOCK,63,2026-04-14T11:25:41.854132
334,5465,6231,0.0,-0.6,True,0.175,APPROVE,63,2026-04-14T11:25:42.054796
335,5463,6240,1.0,-0.6138,True,0.85,BLOCK,63,2026-04-14T11:25:42.256420
336,5460,6250,0.0,-0.6645,True,0.175,APPROVE,63,2026-04-14T11:25:42.472710
337,5459,6251,1.0,-0.6154,True,0.775,BLOCK,63,2026-04-14T11:25:42.667979
338,5458,6256,0.0,-0.6259,True,0.15,APPROVE,63,2026-04-14T11:25:42.866710
339,5455,6269,1.0,-0.6419,True,0.775,BLOCK,63,2026-04-14T11:25:43.062479
340,5453,6274,1.0,-0.6618,True,0.775,BLOCK,63,2026-04-14T11:25:43.269481
341,5453,6275,1.0,-0.6554,True,0.775,BLOCK,63,2026-04-14T11:25:43.576257
342,5453,6276,1.0,-0.6568,True,0.775,BLOCK,63,2026-04-14T11:25:43.773986
343,5452,6281,0.0,-0.6382,True,0.2475,APPROVE,63,2026-04-14T11:25:43.980920
344,5451,6283,0.0,-0.6531,True,0.2425,APPROVE,63,2026-04-14T11:25:44.184693
345,5451,6285,0.0,-0.6518,True,0.2125,APPROVE,63,2026-04-14T11:25:44.383993
346,5450,6288,1.0,-0.6634,True,0.8125,BLOCK,63,2026-04-14T11:25:44.589984
347,5449,6289,1.0,-0.554,True,0.75,BLOCK,63,2026-04-14T11:25:44.796248
348,5447,6296,1.0,-0.5772,True,0.805,BLOCK,63,2026-04-14T11:25:45.000648
349,5447,6297,1.0,-0.6022,True,0.775,BLOCK,63,2026-04-14T11:25:45.202880
350,5447,6299,1.0,-0.6079,True,0.805,BLOCK,63,2026-04-14T11:25:45.411308
351,5446,6301,1.0,-0.5857,True,0.775,BLOCK,63,2026-04-14T11:25:45.609751
352,5445,6302,1.0,-0.6508,True,0.805,BLOCK,63,2026-04-14T11:25:45.813393
353,5444,6303,1.0,-0.6386,True,0.75,BLOCK,63,2026-04-14T11:25:46.015934
354,5443,6305,0.0,-0.6184,True,0.175,APPROVE,63,2026-04-14T11:25:46.215615
355,5440,6313,1.0,-0.6207,True,0.775,BLOCK,63,2026-04-14T11:25:46.415282
356,5439,6317,0.0,-0.6259,True,0.205,APPROVE,63,2026-04-14T11:25:46.615616
357,5439,6318,1.0,-0.603,True,0.805,BLOCK,63,2026-04-14T11:25:46.810521
358,5438,6321,1.0,-0.6312,True,0.775,BLOCK,63,2026-04-14T11:25:47.016873
359,5438,6324,1.0,-0.619,True,0.775,BLOCK,63,2026-04-14T11:25:47.215849
360,5436,6327,1.0,-0.6197,True,0.775,BLOCK,63,2026-04-14T11:25:47.419352
361,5436,6330,1.0,-0.6178,True,0.775,BLOCK,63,2026-04-14T11:25:47.614217
362,5435,6332,1.0,-0.6353,True,0.775,BLOCK,63,2026-04-14T11:25:47.820226
363,5435,6334,0.0,-0.6147,True,0.15,APPROVE,63,2026-04-14T11:25:48.021070
364,5433,6343,0.0,-0.6768,True,0.175,APPROVE,63,2026-04-14T11:25:48.223880
365,5432,6348,1.0,-0.6512,True,0.82,BLOCK,63,2026-04-14T11:25:48.418964
366,5428,6364,1.0,-0.6544,True,0.8625,BLOCK,63,2026-04-14T11:25:48.616587
367,5427,6366,1.0,-0.6499,True,0.775,BLOCK,63,2026-04-14T11:25:48.817275
368,5424,6376,1.0,-0.589,True,0.75,BLOCK,63,2026-04-14T11:25:49.015078
369,5420,6388,1.0,-0.6573,True,0.775,BLOCK,63,2026-04-14T11:25:49.218871
370,5419,6391,1.0,-0.6356,True,0.775,BLOCK,63,2026-04-14T11:25:49.412752
371,5414,6406,0.0,-0.5949,True,0.15,APPROVE,63,2026-04-14T11:25:49.610031
372,5414,6408,1.0,-0.6129,True,0.85,BLOCK,63,2026-04-14T11:25:49.806346
373,5414,6409,1.0,-0.615,True,0.775,BLOCK,63,2026-04-14T11:25:50.000943
374,5412,6413,1.0,-0.5911,True,0.795,BLOCK,63,2026-04-14T11:25:50.198182
375,5410,6421,1.0,-0.6463,True,0.85,BLOCK,63,2026-04-14T11:25:50.405443
376,5409,6424,1.0,-0.65,True,0.775,BLOCK,63,2026-04-14T11:25:50.611464
377,5408,6427,1.0,-0.5974,True,0.805,BLOCK,63,2026-04-14T11:25:50.807177
378,5407,6431,1.0,-0.594,True,0.75,BLOCK,63,2026-04-14T11:25:51.018618
379,5406,6432,0.0,-0.6166,True,0.2825,APPROVE,63,2026-04-14T11:25:51.215121
380,5404,6437,1.0,-0.6207,True,0.82,BLOCK,63,2026-04-14T11:25:51.432931
381,5402,6443,0.0,-0.6436,True,0.175,APPROVE,63,2026-04-14T11:25:51.628372
382,5400,6450,1.0,-0.6194,True,0.805,BLOCK,63,2026-04-14T11:25:51.828779
383,5392,6469,1.0,-0.6277,True,0.805,BLOCK,63,2026-04-14T11:25:52.025818
384,5392,6470,1.0,-0.6554,True,0.775,BLOCK,63,2026-04-14T11:25:52.225184
385,5390,6473,1.0,-0.6247,True,0.75,BLOCK,63,2026-04-14T11:25:52.423116
386,5385,6485,1.0,-0.6293,True,0.775,BLOCK,63,2026-04-14T11:25:52.624346
387,5383,6492,1.0,-0.6245,True,0.75,BLOCK,63,2026-04-14T11:25:52.820592
388,5382,6496,0.0,-0.6179,True,0.205,APPROVE,63,2026-04-14T11:25:53.019155
389,5378,6505,0.0,-0.6144,True,0.2575,APPROVE,63,2026-04-14T11:25:53.217996
390,5376,6510,1.0,-0.63,True,0.83,BLOCK,63,2026-04-14T11:25:53.419346
391,5372,6522,1.0,-0.5991,True,0.75,BLOCK,63,2026-04-14T11:25:53.617431
392,5371,6526,0.0,-0.6337,True,0.175,APPROVE,63,2026-04-14T11:25:53.817698
393,5370,6531,1.0,-0.6491,True,0.775,BLOCK,63,2026-04-14T11:25:54.016231
394,5365,6540,1.0,-0.6132,True,0.82,BLOCK,63,2026-04-14T11:25:54.222597
395,5364,6544,0.0,-0.6506,True,0.175,APPROVE,63,2026-04-14T11:25:54.425595
396,5362,6552,0.0,-0.6176,True,0.1875,APPROVE,63,2026-04-14T11:25:54.629289
397,5359,6560,1.0,-0.6288,True,0.8425,BLOCK,63,2026-04-14T11:25:54.824333
398,5358,6565,1.0,-0.6228,True,0.75,BLOCK,63,2026-04-14T11:25:55.026960
399,5355,6571,1.0,-0.6461,True,0.775,BLOCK,63,2026-04-14T11:25:55.231015
400,5352,6586,1.0,-0.6142,True,0.85,BLOCK,63,2026-04-14T11:25:55.429411
401,5351,6590,1.0,-0.6102,True,0.8,BLOCK,63,2026-04-14T11:25:55.711683
402,5351,6591,1.0,-0.5785,True,0.75,BLOCK,63,2026-04-14T11:25:55.910173
403,5350,6592,1.0,-0.6289,True,0.795,BLOCK,63,2026-04-14T11:25:56.114687
404,5347,6599,0.0,-0.6504,True,0.2425,APPROVE,63,2026-04-14T11:25:56.314974
405,5346,6604,0.0,-0.6332,True,0.205,APPROVE,63,2026-04-14T11:25:56.518089
406,5340,6619,1.0,-0.6018,True,0.75,BLOCK,63,2026-04-14T11:25:56.717340
407,5340,6620,0.0,-0.6266,True,0.175,APPROVE,63,2026-04-14T11:25:56.917609
408,5340,6621,1.0,-0.5911,True,0.775,BLOCK,63,2026-04-14T11:25:57.118329
409,5340,6622,1.0,-0.6269,True,0.775,BLOCK,63,2026-04-14T11:25:57.317697
410,5340,6623,1.0,-0.5757,True,0.75,BLOCK,63,2026-04-14T11:25:57.519209
411,5338,6626,1.0,-0.624,True,0.775,BLOCK,63,2026-04-14T11:25:57.718358
412,5337,6630,1.0,-0.6333,True,0.78,BLOCK,63,2026-04-14T11:25:57.922521
413,5334,6636,0.0,-0.626,True,0.175,APPROVE,63,2026-04-14T11:25:58.125916
414,5333,6639,1.0,-0.607,True,0.75,BLOCK,63,2026-04-14T11:25:58.324597
415,5330,6648,1.0,-0.6306,True,0.805,BLOCK,63,2026-04-14T11:25:58.519109
416,5329,6650,1.0,-0.6045,True,0.83,BLOCK,63,2026-04-14T11:25:58.718137
417,5326,6658,1.0,-0.6086,True,0.75,BLOCK,63,2026-04-14T11:25:58.914610
418,5325,6659,1.0,-0.6062,True,0.8425,BLOCK,63,2026-04-14T11:25:59.114925
419,5324,6661,1.0,-0.615,True,0.775,BLOCK,63,2026-04-14T11:25:59.312074
420,5324,6664,1.0,-0.6034,True,0.78,BLOCK,63,2026-04-14T11:25:59.514148
421,5322,6670,1.0,-0.6339,True,0.75,BLOCK,63,2026-04-14T11:25:59.712539
422,5318,6677,0.0,-0.5813,True,0.2175,APPROVE,63,2026-04-14T11:25:59.917254
423,5317,6678,1.0,-0.6401,True,0.775,BLOCK,63,2026-04-14T11:26:00.118768
424,5315,6688,1.0,-0.6443,True,0.8425,BLOCK,63,2026-04-14T11:26:00.320742
425,5314,6690,1.0,-0.6675,True,0.775,BLOCK,63,2026-04-14T11:26:00.518803
426,5312,6692,1.0,-0.6439,True,0.775,BLOCK,63,2026-04-14T11:26:00.722402
427,5311,6701,1.0,-0.6227,True,0.75,BLOCK,63,2026-04-14T11:26:00.923573
428,5309,6704,1.0,-0.6036,True,0.75,BLOCK,63,2026-04-14T11:26:01.131981
429,5306,6715,1.0,-0.626,True,0.775,BLOCK,63,2026-04-14T11:26:01.335478
430,5305,6719,1.0,-0.6347,True,0.775,BLOCK,63,2026-04-14T11:26:01.545445
431,5304,6723,1.0,-0.6358,True,0.775,BLOCK,63,2026-04-14T11:26:01.743452
432,5303,6724,1.0,-0.5969,True,0.82,BLOCK,63,2026-04-14T11:26:01.942661
433,5302,6729,1.0,-0.6294,True,0.75,BLOCK,63,2026-04-14T11:26:02.140565
434,5300,6737,1.0,-0.6184,True,0.775,BLOCK,63,2026-04-14T11:26:02.347604
435,5299,6740,0.0,-0.64,True,0.175,APPROVE,63,2026-04-14T11:26:02.548057
436,5299,6741,1.0,-0.6382,True,0.805,BLOCK,63,2026-04-14T11:26:02.746904
437,5295,6753,1.0,-0.5787,True,0.75,BLOCK,63,2026-04-14T11:26:02.942412
438,5294,6755,1.0,-0.6185,True,0.75,BLOCK,63,2026-04-14T11:26:03.145191
439,5291,6765,1.0,-0.6137,True,0.775,BLOCK,63,2026-04-14T11:26:03.341400
440,5290,6767,0.0,-0.6416,True,0.2125,APPROVE,63,2026-04-14T11:26:03.545981
441,5288,6772,1.0,-0.5882,True,0.825,BLOCK,63,2026-04-14T11:26:03.746371
442,5288,6776,1.0,-0.5865,True,0.82,BLOCK,63,2026-04-14T11:26:03.946341
443,5286,6781,0.0,-0.6402,True,0.205,APPROVE,63,2026-04-14T11:26:04.147303
444,5285,6785,1.0,-0.6089,True,0.775,BLOCK,63,2026-04-14T11:26:04.356886
445,5281,6797,1.0,-0.6227,True,0.775,BLOCK,63,2026-04-14T11:26:04.552597
446,5279,6805,1.0,-0.6308,True,0.78,BLOCK,63,2026-04-14T11:26:04.757137
447,5279,6807,1.0,-0.6323,True,0.78,BLOCK,63,2026-04-14T11:26:04.957304
448,5279,6809,1.0,-0.6357,True,0.75,BLOCK,63,2026-04-14T11:26:05.164601
449,5278,6810,1.0,-0.5678,True,0.775,BLOCK,63,2026-04-14T11:26:05.363413
450,5278,6814,0.0,-0.6167,True,0.175,APPROVE,63,2026-04-14T11:26:05.559810
451,5275,6820,1.0,-0.64,True,0.855,BLOCK,63,2026-04-14T11:26:05.758623
452,5274,6825,1.0,-0.6087,True,0.8125,BLOCK,63,2026-04-14T11:26:05.960458
453,5272,6832,1.0,-0.6333,True,0.805,BLOCK,63,2026-04-14T11:26:06.269475
454,5269,6842,1.0,-0.597,True,0.775,BLOCK,63,2026-04-14T11:26:06.469015
455,5268,6845,0.0,-0.6393,True,0.175,APPROVE,63,2026-04-14T11:26:06.668763
456,5266,6852,0.0,-0.6081,True,0.175,APPROVE,63,2026-04-14T11:26:06.869287
457,5261,6866,1.0,-0.6663,True,0.775,BLOCK,63,2026-04-14T11:26:07.067452
458,5261,6869,0.0,-0.659,True,0.175,APPROVE,63,2026-04-14T11:26:07.274376
459,5259,6873,1.0,-0.6175,True,0.75,BLOCK,63,2026-04-14T11:26:07.473304
460,5258,6875,0.0,-0.6085,True,0.15,APPROVE,63,2026-04-14T11:26:07.680661
461,5258,6876,1.0,-0.65,True,0.805,BLOCK,63,2026-04-14T11:26:07.881255
462,5256,6886,1.0,-0.6008,True,0.8125,BLOCK,63,2026-04-14T11:26:08.082990
463,5253,6893,1.0,-0.65,True,0.775,BLOCK,63,2026-04-14T11:26:08.287515
464,5251,6900,1.0,-0.611,True,0.805,BLOCK,63,2026-04-14T11:26:08.486640
465,5250,6906,1.0,-0.593,True,0.775,BLOCK,63,2026-04-14T11:26:08.686235
466,5248,6910,0.0,-0.6172,True,0.175,APPROVE,63,2026-04-14T11:26:08.886771
467,5245,6919,1.0,-0.6079,True,0.7875,BLOCK,63,2026-04-14T11:26:09.085266
468,5241,6931,1.0,-0.6218,True,0.75,BLOCK,63,2026-04-14T11:26:09.287401
469,5241,6932,1.0,-0.619,True,0.75,BLOCK,63,2026-04-14T11:26:09.485566
470,5240,6933,0.0,-0.6226,True,0.175,APPROVE,63,2026-04-14T11:26:09.685324
471,5240,6937,1.0,-0.6357,True,0.775,BLOCK,63,2026-04-14T11:26:09.887597
472,5239,6939,1.0,-0.6047,True,0.775,BLOCK,63,2026-04-14T11:26:10.084873
473,5233,6951,1.0,-0.6527,True,0.775,BLOCK,63,2026-04-14T11:26:10.289306
474,5229,6958,1.0,-0.5992,True,0.805,BLOCK,63,2026-04-14T11:26:10.491837
475,5229,6959,1.0,-0.6243,True,0.805,BLOCK,63,2026-04-14T11:26:10.693071
476,5229,6962,1.0,-0.599,True,0.75,BLOCK,63,2026-04-14T11:26:10.891420
477,5227,6965,1.0,-0.6242,True,0.775,BLOCK,63,2026-04-14T11:26:11.106944
478,5227,6968,1.0,-0.6148,True,0.75,BLOCK,63,2026-04-14T11:26:11.309716
479,5226,6970,1.0,-0.6319,True,0.8125,BLOCK,63,2026-04-14T11:26:11.508311
480,5225,6971,0.0,-0.6544,True,0.175,APPROVE,63,2026-04-14T11:26:11.717664
481,5224,6975,1.0,-0.6451,True,0.8625,BLOCK,63,2026-04-14T11:26:11.954119
482,5223,6980,0.0,-0.6245,True,0.255,APPROVE,63,2026-04-14T11:26:12.150447
483,5221,6987,1.0,-0.6382,True,0.85,BLOCK,63,2026-04-14T11:26:12.351068
484,5220,6989,1.0,-0.6042,True,0.75,BLOCK,63,2026-04-14T11:26:12.555544
485,5219,6994,1.0,-0.6738,True,0.775,BLOCK,63,2026-04-14T11:26:12.760692
486,5219,6995,1.0,-0.6678,True,0.775,BLOCK,63,2026-04-14T11:26:12.962571
487,5217,7001,0.0,-0.6035,True,0.15,APPROVE,63,2026-04-14T11:26:13.159278
488,5215,7007,1.0,-0.6422,True,0.775,BLOCK,63,2026-04-14T11:26:13.362648
489,5214,7010,1.0,-0.6653,True,0.805,BLOCK,63,2026-04-14T11:26:13.560341
490,5214,7012,1.0,-0.6742,True,0.805,BLOCK,63,2026-04-14T11:26:13.770355
491,5213,7014,1.0,-0.5867,True,0.75,BLOCK,63,2026-04-14T11:26:13.966811
492,5211,7023,0.0,-0.5796,True,0.15,APPROVE,63,2026-04-14T11:26:14.169191
493,5211,7025,0.0,-0.6086,True,0.175,APPROVE,63,2026-04-14T11:26:14.369842
494,5209,7032,1.0,-0.6134,True,0.8125,BLOCK,63,2026-04-14T11:26:14.566451
495,5208,7034,1.0,-0.645,True,0.775,BLOCK,63,2026-04-14T11:26:14.769341
496,5206,7044,1.0,-0.6486,True,0.775,BLOCK,63,2026-04-14T11:26:14.965224
497,5206,7045,1.0,-0.6189,True,0.75,BLOCK,63,2026-04-14T11:26:15.161351
498,5203,7053,0.0,-0.6208,True,0.225,APPROVE,63,2026-04-14T11:26:15.366885
499,5202,7056,1.0,-0.6057,True,0.775,BLOCK,63,2026-04-14T11:26:15.563449
500,5202,7058,1.0,-0.6215,True,0.775,BLOCK,63,2026-04-14T11:26:15.766595
501,5199,7063,1.0,-0.6322,True,0.775,BLOCK,63,2026-04-14T11:26:16.085629
502,5199,7064,1.0,-0.622,True,0.775,BLOCK,63,2026-04-14T11:26:16.281684
503,5198,7067,1.0,-0.6199,True,0.805,BLOCK,63,2026-04-14T11:26:16.482609
504,5197,7068,1.0,-0.5816,True,0.795,BLOCK,63,2026-04-14T11:26:16.682943
505,5189,7088,0.0,-0.6489,True,0.175,APPROVE,63,2026-04-14T11:26:16.884646
506,5189,7090,1.0,-0.6472,True,0.805,BLOCK,63,2026-04-14T11:26:17.083116
507,5189,7091,0.0,-0.6314,True,0.175,APPROVE,63,2026-04-14T11:26:17.284664
508,5188,7092,1.0,-0.646,True,0.825,BLOCK,63,2026-04-14T11:26:17.485152
509,5187,7096,0.0,-0.5714,True,0.2125,APPROVE,63,2026-04-14T11:26:17.690029
510,5185,7101,0.0,-0.6004,True,0.175,APPROVE,63,2026-04-14T11:26:17.891320
511,5184,7105,1.0,-0.6173,True,0.8625,BLOCK,63,2026-04-14T11:26:18.093688
512,5183,7106,0.0,-0.6245,True,0.1875,APPROVE,63,2026-04-14T11:26:18.291170
513,5183,7107,0.0,-0.6405,True,0.2125,APPROVE,63,2026-04-14T11:26:18.495531
514,5183,7110,1.0,-0.6245,True,0.7875,BLOCK,63,2026-04-14T11:26:18.694758
515,5181,7113,1.0,-0.5685,True,0.75,BLOCK,63,2026-04-14T11:26:18.896595
516,5177,7124,0.0,-0.6161,True,0.27,APPROVE,63,2026-04-14T11:26:19.101557
517,5176,7125,1.0,-0.6358,True,0.775,BLOCK,63,2026-04-14T11:26:19.303156
518,5171,7141,1.0,-0.62,True,0.775,BLOCK,63,2026-04-14T11:26:19.502318
519,5166,7158,0.0,-0.6117,True,0.175,APPROVE,63,2026-04-14T11:26:19.740347
520,5164,7162,1.0,-0.564,True,0.75,BLOCK,63,2026-04-14T11:26:19.937965
521,5164,7163,1.0,-0.6085,True,0.78,BLOCK,63,2026-04-14T11:26:20.137888
522,5163,7164,1.0,-0.6456,True,0.775,BLOCK,63,2026-04-14T11:26:20.384167
523,5163,7167,0.0,-0.6404,True,0.175,APPROVE,63,2026-04-14T11:26:20.579863
524,5162,7172,1.0,-0.5995,True,0.75,BLOCK,63,2026-04-14T11:26:20.776604
525,5161,7175,1.0,-0.6436,True,0.82,BLOCK,63,2026-04-14T11:26:20.978201
526,5157,7185,1.0,-0.6187,True,0.825,BLOCK,63,2026-04-14T11:26:21.178113
527,5155,7191,1.0,-0.6524,True,0.775,BLOCK,63,2026-04-14T11:26:21.381678
528,5153,7200,0.0,-0.6272,True,0.15,APPROVE,63,2026-04-14T11:26:21.580867
529,5152,7201,1.0,-0.6146,True,0.82,BLOCK,63,2026-04-14T11:26:21.781788
530,5152,7204,1.0,-0.5951,True,0.75,BLOCK,63,2026-04-14T11:26:21.981025
531,5151,7206,1.0,-0.6187,True,0.775,BLOCK,63,2026-04-14T11:26:22.181289
532,5148,7214,0.0,-0.6549,True,0.2125,APPROVE,63,2026-04-14T11:26:22.383508
533,5144,7221,1.0,-0.6113,True,0.775,BLOCK,63,2026-04-14T11:26:22.578165
534,5142,7227,1.0,-0.6516,True,0.8125,BLOCK,63,2026-04-14T11:26:22.777199
535,5140,7235,1.0,-0.6546,True,0.8125,BLOCK,63,2026-04-14T11:26:22.979112
536,5139,7239,1.0,-0.6264,True,0.75,BLOCK,63,2026-04-14T11:26:23.186637
537,5137,7242,1.0,-0.5679,True,0.795,BLOCK,63,2026-04-14T11:26:23.384162
538,5129,7261,1.0,-0.5997,True,0.805,BLOCK,63,2026-04-14T11:26:23.584348
539,5127,7270,1.0,-0.6262,True,0.775,BLOCK,63,2026-04-14T11:26:23.786806
540,5120,7289,1.0,-0.6336,True,0.775,BLOCK,63,2026-04-14T11:26:23.984493
541,5115,7303,1.0,-0.6428,True,0.775,BLOCK,63,2026-04-14T11:26:24.188474
542,5111,7318,1.0,-0.6335,True,0.775,BLOCK,63,2026-04-14T11:26:24.394721
543,5108,7327,1.0,-0.618,True,0.795,BLOCK,63,2026-04-14T11:26:24.609230
544,5107,7331,1.0,-0.6214,True,0.75,BLOCK,63,2026-04-14T11:26:24.804507
545,5106,7336,1.0,-0.6571,True,0.775,BLOCK,63,2026-04-14T11:26:25.006511
546,5105,7339,0.0,-0.6026,True,0.175,APPROVE,63,2026-04-14T11:26:25.208116
547,5102,7345,1.0,-0.6537,True,0.775,BLOCK,63,2026-04-14T11:26:25.410263
548,5102,7346,1.0,-0.6314,True,0.75,BLOCK,63,2026-04-14T11:26:25.613697
549,5102,7348,1.0,-0.6523,True,0.75,BLOCK,63,2026-04-14T11:26:25.819501
550,5101,7352,1.0,-0.5902,True,0.7875,BLOCK,63,2026-04-14T11:26:26.020669
551,5097,7358,1.0,-0.6512,True,0.775,BLOCK,63,2026-04-14T11:26:26.223345
552,5097,7359,0.0,-0.6393,True,0.22,APPROVE,63,2026-04-14T11:26:26.420967
553,5094,7363,1.0,-0.6155,True,0.775,BLOCK,63,2026-04-14T11:26:26.621773
554,5094,7364,1.0,-0.5904,True,0.775,BLOCK,63,2026-04-14T11:26:26.820473
555,5093,7368,1.0,-0.6311,True,0.775,BLOCK,63,2026-04-14T11:26:27.037706
556,5091,7374,1.0,-0.6164,True,0.775,BLOCK,63,2026-04-14T11:26:27.235775
557,5086,7385,1.0,-0.6215,True,0.775,BLOCK,63,2026-04-14T11:26:27.436777
558,5085,7387,1.0,-0.636,True,0.775,BLOCK,63,2026-04-14T11:26:27.638432
559,5083,7390,1.0,-0.6171,True,0.775,BLOCK,63,2026-04-14T11:26:27.837688
560,5079,7403,1.0,-0.6447,True,0.805,BLOCK,63,2026-04-14T11:26:28.038323
561,5078,7408,1.0,-0.618,True,0.805,BLOCK,63,2026-04-14T11:26:28.243866
562,5077,7409,1.0,-0.6518,True,0.775,BLOCK,63,2026-04-14T11:26:28.445221
563,5077,7410,1.0,-0.656,True,0.805,BLOCK,63,2026-04-14T11:26:28.644016
564,5077,7412,1.0,-0.6132,True,0.75,BLOCK,63,2026-04-14T11:26:28.843371
565,5076,7416,1.0,-0.622,True,0.82,BLOCK,63,2026-04-14T11:26:29.046055
566,5072,7427,1.0,-0.6305,True,0.75,BLOCK,63,2026-04-14T11:26:29.242748
567,5070,7436,1.0,-0.6496,True,0.805,BLOCK,63,2026-04-14T11:26:29.447278
568,5070,7437,0.0,-0.6345,True,0.21,APPROVE,63,2026-04-14T11:26:29.650081
569,5069,7441,1.0,-0.6168,True,0.8125,BLOCK,63,2026-04-14T11:26:29.853917
570,5068,7443,1.0,-0.6439,True,0.775,BLOCK,63,2026-04-14T11:26:30.048314
571,5065,7451,0.0,-0.6567,True,0.175,APPROVE,63,2026-04-14T11:26:30.254783
572,5062,7459,1.0,-0.6179,True,0.775,BLOCK,63,2026-04-14T11:26:30.457698
573,5059,7469,1.0,-0.6138,True,0.775,BLOCK,63,2026-04-14T11:26:30.660148
574,5056,7475,1.0,-0.6261,True,0.8425,BLOCK,63,2026-04-14T11:26:30.868320
575,5055,7480,0.0,-0.5897,True,0.15,APPROVE,63,2026-04-14T11:26:31.068711
576,5055,7484,1.0,-0.6162,True,0.775,BLOCK,63,2026-04-14T11:26:31.266631
577,5051,7491,1.0,-0.6223,True,0.75,BLOCK,63,2026-04-14T11:26:31.472098
578,5051,7493,1.0,-0.6284,True,0.775,BLOCK,63,2026-04-14T11:26:31.671576
579,5050,7494,1.0,-0.624,True,0.775,BLOCK,63,2026-04-14T11:26:31.877634
